"id","item","condition","correct"
12,3,3,0
13,1,1,0
13,9,1,0
13,10,1,0
13,4,1,0
13,2,2,0
13,8,2,1
13,12,2,0
13,11,2,0
13,6,3,0
13,5,3,0
13,7,3,1
13,3,3,0
14,1,1,0
14,9,1,1
14,10,1,0
14,4,1,0
14,2,2,0
14,8,2,1
14,12,2,1
14,11,2,1
14,6,3,1
14,5,3,1
14,7,3,1
14,3,3,1
15,1,1,1
15,9,1,0
15,10,1,1
15,4,1,1
15,2,2,1
15,8,2,1
15,12,2,1
15,11,2,1
15,6,3,1
15,5,3,1
15,7,3,1
15,3,3,1
16,1,1,1
16,9,1,1
16,10,1,1
16,4,1,1
16,2,2,1
16,8,2,1
16,12,2,1
16,11,2,1
16,6,3,1
16,5,3,1
16,7,3,1
16,3,3,1
17,1,1,0
17,9,1,0
17,10,1,0
17,4,1,0
17,2,2,0
17,8,2,1
17,12,2,0
17,11,2,0
17,6,3,0
17,5,3,1
17,7,3,0
17,3,3,1
18,1,1,1
18,9,1,1
18,10,1,0
18,4,1,0
18,2,2,1
18,8,2,1
18,12,2,0
18,11,2,0
18,6,3,1
18,5,3,0
18,7,3,0
18,3,3,0
19,1,1,0
19,9,1,0
19,10,1,0
19,4,1,0
19,2,2,0
19,8,2,0
19,12,2,0
19,11,2,0
19,6,3,0
19,5,3,0
19,7,3,0
19,3,3,0
20,1,1,0
20,9,1,1
20,10,1,1
20,4,1,1
20,2,2,0
20,8,2,1
20,12,2,0
20,11,2,0
20,6,3,1
20,5,3,1
20,7,3,1
20,3,3,1
21,1,1,1
21,9,1,0
21,10,1,0
21,4,1,1
21,2,2,0
21,8,2,0
21,12,2,0
21,11,2,1
21,6,3,0
21,5,3,1
21,7,3,1
21,3,3,0
22,1,1,1
22,9,1,0
22,10,1,1
22,4,1,1
22,2,2,1
22,8,2,1
22,12,2,1
22,11,2,1
22,6,3,1
22,5,3,0
22,7,3,1
22,3,3,1
23,1,1,1
23,9,1,0
23,10,1,1
23,4,1,1
23,2,2,1
23,8,2,1
23,12,2,1
23,11,2,1
23,6,3,1
23,5,3,0
23,7,3,1
23,3,3,1
24,1,1,0
24,9,1,1
24,10,1,1
24,4,1,1
24,2,2,1
24,8,2,1
24,12,2,0
24,11,2,1
24,6,3,1
24,5,3,1
24,7,3,1
24,3,3,1
25,1,1,0
25,9,1,0
25,10,1,1
25,4,1,0
25,2,2,1
25,8,2,0
25,12,2,0
25,11,2,0
25,6,3,0
25,5,3,0
25,7,3,0
25,3,3,1
26,1,1,1
26,9,1,1
26,10,1,1
26,4,1,0
26,2,2,1
26,8,2,1
26,12,2,1
26,11,2,1
26,6,3,0
26,5,3,0
26,7,3,1
26,3,3,1
27,1,1,0
27,9,1,0
27,10,1,0
27,4,1,0
27,2,2,0
27,8,2,0
27,12,2,0
27,11,2,0
27,6,3,1
27,5,3,0
27,7,3,0
27,3,3,0
28,1,1,0
28,9,1,0
28,10,1,0
28,4,1,1
28,2,2,0
28,8,2,1
28,12,2,0
28,11,2,0
28,6,3,0
28,5,3,1
28,7,3,0
28,3,3,0
29,1,1,0
29,9,1,0
29,10,1,0
29,4,1,0
29,2,2,0
29,8,2,0
29,12,2,0
29,11,2,0
29,6,3,1
29,5,3,1
29,7,3,0
29,3,3,0
30,1,1,0
30,9,1,0
30,10,1,0
30,4,1,0
30,2,2,0
30,8,2,0
30,12,2,0
30,11,2,0
30,6,3,0
30,5,3,0
30,7,3,0
30,3,3,0
31,1,1,1
31,9,1,1
31,10,1,0
31,4,1,0
31,2,2,1
31,8,2,0
31,12,2,1
31,11,2,1
31,6,3,0
31,5,3,1
31,7,3,0
31,3,3,1
32,1,1,0
32,9,1,1
32,10,1,1
32,4,1,1
32,2,2,0
32,8,2,1
32,12,2,0
32,11,2,1
32,6,3,1
32,5,3,1
32,7,3,0
32,3,3,1
33,1,1,0
33,9,1,0
33,10,1,0
33,4,1,0
33,2,2,1
33,8,2,1
33,12,2,0
33,11,2,1
33,6,3,1
33,5,3,0
33,7,3,1
33,3,3,0
34,1,1,1
34,9,1,1
34,10,1,1
34,4,1,1
34,2,2,1
34,8,2,1
34,12,2,1
34,11,2,1
34,6,3,1
34,5,3,1
34,7,3,1
34,3,3,0
35,1,1,1
35,9,1,0
35,10,1,0
35,4,1,0
35,2,2,0
35,8,2,1
35,12,2,0
35,11,2,0
35,6,3,1
35,5,3,0
35,7,3,1
35,3,3,0
36,1,1,0
36,9,1,0
36,10,1,0
36,4,1,0
36,2,2,0
36,8,2,0
36,12,2,0
36,11,2,1
36,6,3,0
36,5,3,0
36,7,3,0
36,3,3,0
37,1,1,1
37,9,1,1
37,10,1,1
37,4,1,1
37,2,2,0
37,8,2,1
37,12,2,1
37,11,2,1
37,6,3,1
37,5,3,1
37,7,3,0
37,3,3,1
38,1,1,1
38,9,1,0
38,10,1,1
38,4,1,0
38,2,2,0
38,8,2,0
38,12,2,0
38,11,2,0
38,6,3,1
38,5,3,0
38,7,3,0
38,3,3,1
39,1,1,1
39,9,1,1
39,10,1,0
39,4,1,1
39,2,2,1
39,8,2,1
39,12,2,1
39,11,2,1
39,6,3,1
39,5,3,1
39,7,3,1
39,3,3,1
40,1,1,1
40,9,1,0
40,10,1,0
40,4,1,0
40,2,2,1
40,8,2,1
40,12,2,0
40,11,2,1
40,6,3,0
40,5,3,1
40,7,3,0
40,3,3,1
41,1,1,0
41,9,1,1
41,10,1,1
41,4,1,1
41,2,2,1
41,8,2,1
41,12,2,1
41,11,2,1
41,6,3,1
41,5,3,1
41,7,3,1
41,3,3,1
42,1,1,0
42,9,1,1
42,10,1,1
42,4,1,1
42,2,2,1
42,8,2,1
42,12,2,1
42,11,2,1
42,6,3,0
42,5,3,0
42,7,3,1
42,3,3,1
43,1,1,0
43,9,1,0
43,10,1,0
43,4,1,0
43,2,2,0
43,8,2,1
43,12,2,0
43,11,2,1
43,6,3,0
43,5,3,0
43,7,3,1
43,3,3,0
44,1,1,1
44,9,1,1
44,10,1,1
44,4,1,1
44,2,2,1
44,8,2,1
44,12,2,1
44,11,2,1
44,6,3,1
44,5,3,1
44,7,3,1
44,3,3,1
45,1,1,1
45,9,1,0
45,10,1,1
45,4,1,1
45,2,2,1
45,8,2,1
45,12,2,0
45,11,2,0
45,6,3,1
45,5,3,0
45,7,3,0
45,3,3,1
46,1,1,1
46,9,1,1
46,10,1,1
46,4,1,1
46,2,2,1
46,8,2,1
46,12,2,0
46,11,2,0
46,6,3,1
46,5,3,0
46,7,3,1
46,3,3,0
47,1,1,1
47,9,1,1
47,10,1,0
47,4,1,1
47,2,2,1
47,8,2,0
47,12,2,1
47,11,2,1
47,6,3,1
47,5,3,1
47,7,3,1
47,3,3,1
48,1,1,1
48,9,1,1
48,10,1,1
48,4,1,0
48,2,2,1
48,8,2,0
48,12,2,1
48,11,2,1
48,6,3,1
48,5,3,1
48,7,3,1
48,3,3,1
